whispertinyEntranscription_text,whisperbaseEntranscription_text,whispersmallEntranscription_text,whispermediumEntranscription_text,whisperturbotranscription_text,whisperlargetranscription_text,transcription,filename,id,whispertinyEnwer,whispersmallEnwer,whispermediumEnwer,whisperlargewer,whisperturbower
" So, my knee doesn't want to bend well.", My knee doesn't want to bend well., My knee doesn't want to bend well., My knee doesn't want to bend well., My knee does not want to bend well., My knee doesn't want to bend well.,My knee doesn't want to bend well.,train_sample_229.wav,train_sample_229.wav,28.57142857142857,0.0,0.0,0.0,28.57142857142857
 I have an open wound in my arm., I have an open wound in my arm., I have an open wound in my arm., I have an open wound in my arm., I have an open wound in my arm., I have an open wound in my arm.,I have an open wound in my arm,train_sample_230.wav,train_sample_230.wav,12.5,12.5,12.5,12.5,12.5
 I can't see the sign. I have a blurry vision., I can't see the sign. I have a blurry vision., I can't see the sign. I have a blurry vision., I can't see the sign. I have a blurry vision., I can't see the sign. I have a blurry vision., I can't see the sign. I have a blurry vision.,I can't see the sign I have a blurry vision,train_sample_231.wav,train_sample_231.wav,20.0,20.0,20.0,20.0,20.0
 My headage since I work at this morning., My headage since I woke up this morning., My head aches since I woke up this morning., My head aches since I woke up this morning., My headache since I woke up this morning., My head aches since I woke up this morning.,My head ache since I woke up this morning.,train_sample_232.wav,train_sample_232.wav,44.44444444444444,11.11111111111111,11.11111111111111,11.11111111111111,22.22222222222222
 I have a pain in my muscle., I have a pain in my muscle., I have a pain in my muscle., I have a pain in my muscle., I have a pain in my muscle., I have a pain in my muscle.,I have a pain in my muscle,train_sample_233.wav,train_sample_233.wav,14.285714285714285,14.285714285714285,14.285714285714285,14.285714285714285,14.285714285714285
 I often get a stomachache after I eat. I haven't been able to pinpoint which foods might be the trigger., I often get a stomach ache after I eat. I haven't been able to pinpoint which foods might be the trigger., I often get a stomach ache after I eat. I haven't been able to pinpoint which foods might be the trigger., I often get a stomach ache after I eat. I haven't been able to pinpoint which foods might be the trigger., I often get a stomachache after I eat. I haven't been able to pinpoint which foods might be the trigger., I often get a stomachache after I eat. I haven't been able to pinpoint which foods might be the trigger.,I often get a stomach ache after I eat.  I haven't been able to pinpoint which foods might be the trigger.,train_sample_234.wav,train_sample_234.wav,9.523809523809524,0.0,0.0,9.523809523809524,9.523809523809524
 I get tired too fast. I can barely put on my clothes in the morning., I get tired too fast. I can barely put on my clothes in the morning., I get tired too fast. I can barely put on my clothes in the morning., I get tired too fast. I can barely put on my clothes in the morning., I get tired too fast. I can barely put on my clothes in the morning., I get tired too fast. I can barely put on my clothes in the morning.,"I get tired too fast, I can barely put on my clothes in the morning.",train_sample_235.wav,train_sample_235.wav,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667
" I worked a long four-three times, or if you can put like a deck.", I've worked a long 4-3mm drive within my foot like protect., I worked a long force rig and I have to pin my foot like vortex.," I worked a long 4-3 control, I have been in my foot like 4-6.", I walked along for 3g drive in my foot like foot-head," I walked a long 4-3 km drive, you can my foot like a foot egg","i walked a long for 3 km, i feel pain in my foot like foot ache",train_sample_236.wav,train_sample_236.wav,81.25,68.75,62.5,62.5,62.5
 I feel a tightness in my chest., I feel a tightness in my chest., I feel a tightness in my chest., I feel a tightness in my chest., I feel a tightness in my chest., I feel a tightness in my chest.,I feel a tightness in my chest,train_sample_237.wav,train_sample_237.wav,14.285714285714285,14.285714285714285,14.285714285714285,14.285714285714285,14.285714285714285
 I have a cup that has become red and oozes puffs., I have a cup that has become red and oozes pops., I have a cup that has become red and oozes pus., I have a cut that has become red and oozes pus., I have a cut that has become red and oozes pus., I have a cut that has become red and oozes pus.,I have a cut that has become red and oozes puss.,train_sample_238.wav,train_sample_238.wav,18.181818181818183,18.181818181818183,9.090909090909092,9.090909090909092,9.090909090909092
 need to scratch my skin every minute., need to scratch my skin every minute., I need to scratch my skin every minute., I need to scratch my skin every minute., need to scratch my skin every minute., I need to scratch my skin every minute.,Need to scratch my skin every minute,train_sample_239.wav,train_sample_239.wav,28.57142857142857,42.857142857142854,42.857142857142854,42.857142857142854,28.57142857142857
" I was diagnosed with pneumonia, I can't breathe easily.", I was diagnosed with pneumonia. I can't breathe easily., I was diagnosed with pneumonia. I can't breathe easily., I was diagnosed with pneumonia. I can't breathe easily., I was diagnosed with pneumonia. I can't breathe easily., I was diagnosed with pneumonia. I can't breathe easily.,"i was diagnosed with pneumonia, i can't breath easily.",train_sample_240.wav,train_sample_240.wav,33.33333333333333,44.44444444444444,44.44444444444444,44.44444444444444,44.44444444444444
,, folded up so I won't have to let these boxes get underneath.,, Gracias por ver el video, Gracias.,i can't move my shoulder because of pain,train_sample_241.wav,train_sample_241.wav,,150.0,,100.0,100.0
" I have an internal pain, I can't describe.", I have an internal pain I can't describe., I have an internal pain I can't describe., I have an internal pain I can't describe., I have an internal pain I can't describe., I have an internal pain I can't describe.,I have an internal pain I cannot describe,train_sample_242.wav,train_sample_242.wav,37.5,25.0,25.0,25.0,25.0
 Then I eat too much sugar. My body gets weak and I eat.," Then I eat too much sugar, my body gets weak and diet."," then I eat too much sugar, my body gets weak and dying."," When I eat too much sugar, my body gets weak and nice."," When I eat too much sugar, my body gets weak and dies."," जब मैं बहुत बच्चे पाते हो, व्यापण में बच्चे बच्चे और पूर्ण जाता है।",When I eat too much sugar my body gets weak and dizzy.,train_sample_243.wav,train_sample_243.wav,41.66666666666667,25.0,16.666666666666664,116.66666666666667,16.666666666666664
 I was kicked in the head playing soccer last night., I was kicked in the head playing soccer last night., I was kicked in the head playing soccer last night., I was kicked in the head playing soccer last night., I was kicked in the head playing soccer last night., I was kicked in the head playing soccer last night.,I was kicked in the head playing soccer last night.,train_sample_244.wav,train_sample_244.wav,0.0,0.0,0.0,0.0,0.0
" When I stand up too quickly, I start to feel dizzy and light-headed."," When I stand up too quickly, I start to feel dizzy and lightheaded."," When I stand up too quickly, I start to feel dizzy and lightheaded."," When I stand up too quickly, I start to feel dizzy and lightheaded."," When I stand up too quickly, I start to feel dizzy and lightheaded."," When I stand up too quickly, I start to feel dizzy and lightheaded.",When I stand up too quickly I start to feel dizzy and light-headed,train_sample_245.wav,train_sample_245.wav,15.384615384615385,15.384615384615385,15.384615384615385,15.384615384615385,15.384615384615385
 I got acne when I ate chili, I got acne when I ate chili., I got acne when I ate chili., I got acne when I ate jelly., I got acne when I ate jelly., I got acne when I ate jelly.,I got acne when I ate chili,train_sample_246.wav,train_sample_246.wav,0.0,14.285714285714285,14.285714285714285,14.285714285714285,14.285714285714285
